time(seconds),# activatory proteins,# repressory proteins,# Q proteins,# Qc proteins
17280,231.561215,92.0391396,100.2541321,1.62E-16
17310,226.2213148,90.209019,100.2531601,9.65E-17
17340,221.0433076,88.41330543,100.2553007,5.75E-17
17370,216.0239536,86.6516752,100.2567798,3.42E-17
17400,211.1591733,84.92375131,100.25572,2.03E-17
17430,206.4450227,83.22914014,100.2558718,1.21E-17
17460,201.8773985,81.56745529,100.2590458,7.17E-18
17490,197.4523611,79.93828338,100.2585097,4.25E-18
17520,193.1663573,78.34118904,100.2572551,2.52E-18
17550,189.0162015,76.77572886,100.2595084,1.49E-18
17580,184.9963491,75.2413341,100.2606812,8.81E-19
17610,181.1058662,73.73792269,100.2599064,5.21E-19
17640,177.3392053,72.26473278,100.2616912,3.07E-19
17670,173.6930599,70.82137836,100.2631028,1.81E-19
17700,170.1622345,69.40736906,100.2642564,1.07E-19
17730,166.7443533,68.02213035,100.2628105,6.29E-20
17760,163.4351133,66.66526055,100.2642048,3.70E-20
17790,160.2307128,65.33629395,100.2662562,2.17E-20
17820,157.1280466,64.03467934,100.265522,1.28E-20
17850,154.1233813,62.75999242,100.2662839,7.49E-21
17880,151.2131207,61.51174922,100.266838,4.39E-21
17910,148.3940039,60.28943671,100.2685051,2.57E-21
17940,145.6626023,59.09259159,100.2675758,1.50E-21
17970,143.0155435,57.92075175,100.2704749,8.79E-22
18000,140.4497684,56.77341038,100.2709444,5.14E-22
18030,137.961244,55.64997603,100.2684839,3.00E-22
18060,135.5487104,54.55030739,100.2722408,1.75E-22
18090,133.2082977,53.47377684,100.2725622,1.02E-22
18120,130.9364076,52.41994681,100.2723748,5.92E-23
18150,128.7319325,51.38828076,100.2736624,3.44E-23
18180,126.5913272,50.37842243,100.2747301,2.00E-23
18210,124.5107873,49.38991657,100.2756918,1.16E-23
18240,122.4903187,48.42228053,100.2767282,6.73E-24
18270,120.526135,47.47515482,100.277215,3.90E-24
18300,118.6140276,46.54806171,100.2772102,2.26E-24
18330,116.7554301,45.6406221,100.2779023,1.31E-24
18360,114.946889,44.75242425,100.2813573,7.54E-25
18390,113.1839413,43.88305623,100.2809629,4.36E-25
18420,111.4677271,43.03214592,100.280666,2.51E-25
18450,109.7945931,42.19927724,100.2833326,1.45E-25
18480,108.1628757,41.38403601,100.2823971,8.33E-26
18510,106.5714879,40.58621353,100.281761,4.79E-26
18540,105.0180686,39.80532973,100.2842355,2.76E-26
18570,103.5016134,39.04099364,100.2831736,1.58E-26
